customer_id,merchant_id,external_customer_id,segment,success_rate,avg_value,preferred_method
878,3,cust_00000878,REGULAR,0.8363,2296.8,NETBANKING
879,4,cust_00000879,CHURN_RISK,0.2661,4166.62,CARD
880,0,cust_00000880,REGULAR,0.7055,3405.14,WALLET
881,1,cust_00000881,REGULAR,0.7758,3239.0,CARD
882,2,cust_00000882,REGULAR,0.8017,1713.11,CARD
883,3,cust_00000883,REGULAR,0.927,1382.15,NETBANKING
884,4,cust_00000884,PREMIUM,0.9864,6645.98,WALLET
885,0,cust_00000885,REGULAR,0.788,1464.74,CARD
886,1,cust_00000886,NEW,0.6763,1128.28,CARD
887,2,cust_00000887,REGULAR,0.8691,1703.95,UPI
888,3,cust_00000888,CHURN_RISK,0.4237,608.59,WALLET
889,4,cust_00000889,REGULAR,0.8618,2468.38,NETBANKING
890,0,cust_00000890,PREMIUM,0.9703,5072.03,NETBANKING
891,1,cust_00000891,NEW,0.7844,2395.34,UPI
892,2,cust_00000892,NEW,0.8096,2989.08,NETBANKING
893,3,cust_00000893,REGULAR,0.849,2221.47,WALLET
894,4,cust_00000894,REGULAR,0.9045,1166.82,UPI
895,0,cust_00000895,REGULAR,0.8366,800.77,WALLET
896,1,cust_00000896,REGULAR,0.7338,2291.78,UPI
897,2,cust_00000897,REGULAR,0.659,2666.43,UPI
898,3,cust_00000898,REGULAR,0.8055,1849.1,NETBANKING
899,4,cust_00000899,PREMIUM,0.9355,10213.17,NETBANKING
900,0,cust_00000900,REGULAR,0.7875,1442.78,UPI
901,1,cust_00000901,CHURN_RISK,0.485,806.0,UPI
902,2,cust_00000902,NEW,0.6618,2873.83,CARD
903,3,cust_00000903,REGULAR,0.7869,2311.39,WALLET
904,4,cust_00000904,PREMIUM,0.8967,8162.87,WALLET
905,0,cust_00000905,REGULAR,0.8955,2725.72,NETBANKING
906,1,cust_00000906,REGULAR,0.9221,463.44,WALLET
907,2,cust_00000907,NEW,0.7928,2556.92,UPI
908,3,cust_00000908,NEW,0.6545,553.01,WALLET
909,4,cust_00000909,CHURN_RISK,0.3664,2046.76,UPI
910,0,cust_00000910,CHURN_RISK,0.4706,1174.2,NETBANKING
911,1,cust_00000911,CHURN_RISK,0.4745,486.98,CARD
912,2,cust_00000912,CHURN_RISK,0.3028,1401.79,UPI
913,3,cust_00000913,PREMIUM,0.9352,9005.18,NETBANKING
914,4,cust_00000914,PREMIUM,0.8979,6881.93,NETBANKING
915,0,cust_00000915,REGULAR,0.8752,2365.0,CARD
916,1,cust_00000916,REGULAR,0.877,937.94,UPI
917,2,cust_00000917,PREMIUM,0.8785,12021.15,WALLET
918,3,cust_00000918,NEW,0.772,2089.87,WALLET
919,4,cust_00000919,REGULAR,0.9588,4344.29,CARD
920,0,cust_00000920,REGULAR,0.8533,3226.57,NETBANKING
921,1,cust_00000921,REGULAR,0.8639,2158.76,NETBANKING
922,2,cust_00000922,REGULAR,0.5185,2784.79,WALLET
923,3,cust_00000923,REGULAR,0.6894,1749.57,UPI
924,4,cust_00000924,NEW,0.7139,764.51,UPI
925,0,cust_00000925,REGULAR,0.6696,2923.65,UPI
926,1,cust_00000926,NEW,0.6635,1815.42,NETBANKING
927,2,cust_00000927,REGULAR,0.6851,3246.4,NETBANKING
928,3,cust_00000928,REGULAR,0.837,6844.8,CARD
929,4,cust_00000929,REGULAR,0.9225,3142.73,NETBANKING
930,0,cust_00000930,NEW,0.9216,676.99,CARD
931,1,cust_00000931,NEW,0.7139,4083.67,UPI
932,2,cust_00000932,REGULAR,0.7565,3681.22,WALLET
933,3,cust_00000933,CHURN_RISK,0.3392,1584.09,NETBANKING
934,4,cust_00000934,PREMIUM,0.8863,5410.46,NETBANKING
935,0,cust_00000935,NEW,0.8154,1613.81,NETBANKING
936,1,cust_00000936,PREMIUM,0.8939,10163.32,UPI
937,2,cust_00000937,REGULAR,0.8227,5467.86,UPI
938,3,cust_00000938,NEW,0.6849,2926.74,CARD
939,4,cust_00000939,REGULAR,0.8811,7989.1,NETBANKING
940,0,cust_00000940,REGULAR,0.8873,1118.05,UPI
941,1,cust_00000941,REGULAR,0.8487,2842.71,WALLET
942,2,cust_00000942,REGULAR,0.8877,2207.63,UPI
943,3,cust_00000943,NEW,0.5727,1008.71,WALLET
944,4,cust_00000944,NEW,0.7148,2398.25,UPI
945,0,cust_00000945,NEW,0.5688,1192.57,WALLET
946,1,cust_00000946,REGULAR,0.7386,2178.53,NETBANKING
947,2,cust_00000947,REGULAR,0.9428,1827.94,WALLET
948,3,cust_00000948,REGULAR,0.747,2818.04,CARD
949,4,cust_00000949,REGULAR,0.9107,3208.04,CARD
950,0,cust_00000950,REGULAR,0.6979,403.01,NETBANKING
951,1,cust_00000951,CHURN_RISK,0.2081,1300.24,NETBANKING
952,2,cust_00000952,NEW,0.6145,2517.48,UPI
953,3,cust_00000953,NEW,0.6904,1220.53,WALLET
954,4,cust_00000954,REGULAR,0.8334,4544.38,WALLET
955,0,cust_00000955,REGULAR,0.9006,1676.2,WALLET
956,1,cust_00000956,REGULAR,0.7188,797.42,NETBANKING
957,2,cust_00000957,REGULAR,0.7509,2846.74,NETBANKING
958,3,cust_00000958,REGULAR,0.9122,3987.09,WALLET
959,4,cust_00000959,PREMIUM,0.8673,11234.57,UPI
960,0,cust_00000960,PREMIUM,0.9347,6600.99,NETBANKING
961,1,cust_00000961,CHURN_RISK,0.6483,1289.14,NETBANKING
962,2,cust_00000962,REGULAR,0.9137,5344.22,NETBANKING
963,3,cust_00000963,CHURN_RISK,0.6796,2002.95,NETBANKING
964,4,cust_00000964,REGULAR,0.5,5965.71,CARD
965,0,cust_00000965,REGULAR,0.8635,1378.14,WALLET
966,1,cust_00000966,REGULAR,0.7842,2403.34,NETBANKING
967,2,cust_00000967,REGULAR,0.787,3177.42,CARD
968,3,cust_00000968,PREMIUM,0.8776,4515.03,NETBANKING
969,4,cust_00000969,PREMIUM,0.8083,2933.74,UPI
970,0,cust_00000970,CHURN_RISK,0.3799,1306.37,CARD
971,1,cust_00000971,REGULAR,0.8171,3253.46,CARD
972,2,cust_00000972,REGULAR,0.925,2354.44,CARD
973,3,cust_00000973,REGULAR,0.8773,2309.48,NETBANKING
974,4,cust_00000974,REGULAR,0.8987,2865.71,WALLET
975,0,cust_00000975,REGULAR,0.8274,8867.35,CARD
976,1,cust_00000976,REGULAR,0.8666,963.04,WALLET
977,2,cust_00000977,CHURN_RISK,0.2737,1278.84,CARD
978,3,cust_00000978,NEW,0.5702,1985.47,WALLET
979,4,cust_00000979,NEW,0.8689,2445.08,WALLET
980,0,cust_00000980,REGULAR,0.7967,1393.81,NETBANKING
981,1,cust_00000981,REGULAR,0.8304,3602.03,NETBANKING
982,2,cust_00000982,CHURN_RISK,0.4482,1982.83,NETBANKING
983,3,cust_00000983,REGULAR,0.8714,2177.11,CARD
984,4,cust_00000984,PREMIUM,0.7424,10681.84,WALLET
985,0,cust_00000985,REGULAR,0.9394,2876.68,WALLET
986,1,cust_00000986,NEW,0.6991,2546.95,CARD
987,2,cust_00000987,REGULAR,0.8207,3478.6,CARD
988,3,cust_00000988,NEW,0.9006,796.65,WALLET
989,4,cust_00000989,NEW,0.7159,619.56,UPI
990,0,cust_00000990,REGULAR,0.8835,2209.91,NETBANKING
991,1,cust_00000991,CHURN_RISK,0.299,1608.36,UPI
992,2,cust_00000992,REGULAR,0.7108,3331.06,UPI
993,3,cust_00000993,REGULAR,0.8328,2531.55,WALLET
994,4,cust_00000994,PREMIUM,0.9379,4058.76,UPI
995,0,cust_00000995,CHURN_RISK,0.5204,1263.52,NETBANKING
996,1,cust_00000996,REGULAR,0.6901,8293.81,CARD
997,2,cust_00000997,PREMIUM,0.8331,5588.91,UPI
998,3,cust_00000998,REGULAR,0.9187,3488.52,WALLET
999,4,cust_00000999,PREMIUM,0.9842,6380.62,NETBANKING
1000,0,cust_00001000,REGULAR,0.591,4765.9,CARD
1001,1,cust_00001001,REGULAR,0.8094,2462.18,WALLET
1002,2,cust_00001002,REGULAR,0.7667,4183.5,NETBANKING
1003,3,cust_00001003,CHURN_RISK,0.3735,2223.64,UPI
1004,4,cust_00001004,REGULAR,0.7999,2752.71,WALLET
1005,0,cust_00001005,NEW,0.5958,1002.72,NETBANKING
1006,1,cust_00001006,REGULAR,0.7387,1925.56,CARD
1007,2,cust_00001007,NEW,0.4739,1166.05,UPI
1008,3,cust_00001008,REGULAR,0.8512,1393.46,NETBANKING
1009,4,cust_00001009,REGULAR,0.8778,2554.05,CARD
1010,0,cust_00001010,CHURN_RISK,0.2355,5104.24,NETBANKING
1011,1,cust_00001011,REGULAR,0.7322,2774.67,NETBANKING
1012,2,cust_00001012,REGULAR,0.7553,2342.22,NETBANKING
1013,3,cust_00001013,NEW,0.6531,8602.14,CARD
1014,4,cust_00001014,NEW,0.4029,1804.69,NETBANKING
1015,0,cust_00001015,PREMIUM,0.8445,6467.35,CARD
1016,1,cust_00001016,REGULAR,0.8028,887.83,UPI
1017,2,cust_00001017,NEW,0.6908,738.97,UPI
1018,3,cust_00001018,NEW,0.5553,3824.87,WALLET
1019,4,cust_00001019,CHURN_RISK,0.249,2614.12,CARD
1020,0,cust_00001020,REGULAR,0.8393,2928.54,CARD
1021,1,cust_00001021,NEW,0.6263,1221.83,CARD
1022,2,cust_00001022,REGULAR,0.8654,3842.55,NETBANKING
1023,3,cust_00001023,CHURN_RISK,0.2,1006.18,UPI
1024,4,cust_00001024,REGULAR,0.7789,3405.81,WALLET
1025,0,cust_00001025,NEW,0.7254,3885.83,WALLET
1026,1,cust_00001026,REGULAR,0.7752,5251.05,UPI
1027,2,cust_00001027,REGULAR,0.8856,1272.62,NETBANKING
1028,3,cust_00001028,NEW,0.7004,1537.84,WALLET
1029,4,cust_00001029,REGULAR,0.8891,3534.33,WALLET
1030,0,cust_00001030,CHURN_RISK,0.2109,1606.7,NETBANKING
1031,1,cust_00001031,REGULAR,0.7507,1917.05,UPI
1032,2,cust_00001032,REGULAR,0.9176,1664.88,CARD
1033,3,cust_00001033,REGULAR,0.8057,5157.98,UPI
1034,4,cust_00001034,REGULAR,0.7558,3742.31,CARD
1035,0,cust_00001035,REGULAR,0.9101,3792.22,CARD
1036,1,cust_00001036,PREMIUM,0.9347,4648.23,UPI
1037,2,cust_00001037,PREMIUM,0.8762,6208.68,WALLET
1038,3,cust_00001038,NEW,0.646,2445.64,WALLET
1039,4,cust_00001039,NEW,0.6434,683.22,UPI
1040,0,cust_00001040,NEW,0.6524,3854.21,UPI
1041,1,cust_00001041,PREMIUM,0.9042,4257.52,UPI
1042,2,cust_00001042,REGULAR,0.7693,3088.23,NETBANKING
1043,3,cust_00001043,REGULAR,0.6937,1324.55,UPI
1044,4,cust_00001044,NEW,0.4445,895.94,NETBANKING
1045,0,cust_00001045,NEW,0.7137,2847.19,CARD
1046,1,cust_00001046,REGULAR,0.8002,1584.89,WALLET
1047,2,cust_00001047,NEW,0.5925,830.83,CARD
1048,3,cust_00001048,PREMIUM,0.9046,9987.51,CARD
1049,4,cust_00001049,REGULAR,0.9231,1284.43,NETBANKING
1050,0,cust_00001050,PREMIUM,0.8049,6128.27,NETBANKING
1051,1,cust_00001051,REGULAR,0.8435,1312.95,CARD
1052,2,cust_00001052,NEW,0.6499,3280.6,NETBANKING
1053,3,cust_00001053,CHURN_RISK,0.3415,3871.38,UPI
1054,4,cust_00001054,REGULAR,0.8928,3118.2,NETBANKING
1055,0,cust_00001055,REGULAR,0.6598,1150.21,NETBANKING
1056,1,cust_00001056,NEW,0.4882,2004.87,NETBANKING
1057,2,cust_00001057,CHURN_RISK,0.2164,1705.35,CARD
1058,3,cust_00001058,REGULAR,0.8437,2805.01,NETBANKING
1059,4,cust_00001059,REGULAR,0.9183,3100.53,WALLET
1060,0,cust_00001060,REGULAR,0.7999,1385.69,WALLET
1061,1,cust_00001061,REGULAR,0.7332,2208.18,NETBANKING
1062,2,cust_00001062,CHURN_RISK,0.5292,1159.26,UPI
1063,3,cust_00001063,REGULAR,0.9356,2374.5,UPI
1064,4,cust_00001064,NEW,0.5306,1054.15,CARD
1065,0,cust_00001065,PREMIUM,0.9071,11015.6,CARD
1066,1,cust_00001066,REGULAR,0.8297,3115.35,CARD
1067,2,cust_00001067,NEW,0.7468,2224.16,CARD
1068,3,cust_00001068,REGULAR,0.8311,2175.08,WALLET
1069,4,cust_00001069,REGULAR,0.8575,1444.65,CARD
1070,0,cust_00001070,CHURN_RISK,0.4044,1262.53,UPI
1071,1,cust_00001071,NEW,0.8546,497.97,CARD
1072,2,cust_00001072,REGULAR,0.9041,4256.36,CARD
1073,3,cust_00001073,REGULAR,0.7238,566.51,UPI
1074,4,cust_00001074,REGULAR,0.8476,3658.59,CARD
1075,0,cust_00001075,REGULAR,0.8106,2815.3,WALLET
1076,1,cust_00001076,REGULAR,0.6427,6500.4,UPI
1077,2,cust_00001077,REGULAR,0.7662,960.92,WALLET
1078,3,cust_00001078,CHURN_RISK,0.6609,606.26,WALLET
1079,4,cust_00001079,CHURN_RISK,0.4759,768.14,UPI
1080,0,cust_00001080,NEW,0.7962,251.8,WALLET
1081,1,cust_00001081,CHURN_RISK,0.2,1102.9,NETBANKING
1082,2,cust_00001082,NEW,0.7142,899.49,WALLET
1083,3,cust_00001083,NEW,0.7503,962.85,NETBANKING
1084,4,cust_00001084,NEW,0.6801,963.67,CARD
1085,0,cust_00001085,REGULAR,0.9533,5848.93,NETBANKING
1086,1,cust_00001086,REGULAR,0.7862,3194.18,CARD
1087,2,cust_00001087,REGULAR,0.9116,1217.48,UPI
1088,3,cust_00001088,REGULAR,0.7446,3875.0,CARD
1089,4,cust_00001089,REGULAR,0.8297,2718.23,UPI
1090,0,cust_00001090,REGULAR,0.7203,3919.46,NETBANKING
1091,1,cust_00001091,REGULAR,0.9082,2034.59,UPI
1092,2,cust_00001092,REGULAR,0.764,1950.02,UPI
1093,3,cust_00001093,REGULAR,0.8287,2509.44,WALLET
1094,4,cust_00001094,NEW,0.7794,819.5,NETBANKING
1095,0,cust_00001095,NEW,0.5647,616.17,UPI
1096,1,cust_00001096,REGULAR,0.674,2859.06,CARD
1097,2,cust_00001097,PREMIUM,0.8456,4172.02,CARD
1098,3,cust_00001098,REGULAR,0.9228,2065.33,UPI
1099,4,cust_00001099,NEW,0.7624,1754.73,CARD
1100,0,cust_00001100,NEW,0.716,2047.05,CARD
1101,1,cust_00001101,PREMIUM,0.9066,9922.77,UPI
1102,2,cust_00001102,NEW,0.6766,1544.17,NETBANKING
1103,3,cust_00001103,PREMIUM,0.9465,8501.02,UPI
1104,4,cust_00001104,REGULAR,0.7498,1978.15,UPI
1105,0,cust_00001105,CHURN_RISK,0.2848,2380.2,UPI
1106,1,cust_00001106,REGULAR,0.6906,5959.66,UPI
1107,2,cust_00001107,REGULAR,0.8288,1023.62,NETBANKING
1108,3,cust_00001108,REGULAR,0.9283,2016.14,NETBANKING
1109,4,cust_00001109,REGULAR,0.7883,4255.65,CARD
1110,0,cust_00001110,CHURN_RISK,0.2,1308.47,CARD
1111,1,cust_00001111,CHURN_RISK,0.3173,1488.41,NETBANKING
1112,2,cust_00001112,PREMIUM,0.9294,11680.79,CARD
1113,3,cust_00001113,PREMIUM,0.921,9535.33,NETBANKING
1114,4,cust_00001114,NEW,0.6746,1116.15,NETBANKING
1115,0,cust_00001115,REGULAR,0.9051,9034.68,CARD
1116,1,cust_00001116,NEW,0.7698,2590.97,UPI
1117,2,cust_00001117,NEW,0.7993,1223.31,NETBANKING
1118,3,cust_00001118,PREMIUM,0.9551,4428.26,CARD
1119,4,cust_00001119,NEW,0.5936,811.45,NETBANKING
1120,0,cust_00001120,REGULAR,0.9089,3138.22,CARD
1121,1,cust_00001121,REGULAR,0.5073,825.88,UPI
1122,2,cust_00001122,REGULAR,0.7759,3497.47,NETBANKING
1123,3,cust_00001123,REGULAR,0.9567,1488.71,CARD
1124,4,cust_00001124,NEW,0.6805,1954.89,UPI
1125,0,cust_00001125,NEW,0.643,907.58,WALLET
1126,1,cust_00001126,CHURN_RISK,0.3639,1469.65,WALLET
1127,2,cust_00001127,CHURN_RISK,0.319,1447.44,UPI
1128,3,cust_00001128,REGULAR,0.7969,5353.13,CARD
1129,4,cust_00001129,PREMIUM,0.9686,6086.1,NETBANKING
1130,0,cust_00001130,NEW,0.6403,793.05,NETBANKING
1131,1,cust_00001131,CHURN_RISK,0.4935,2688.92,CARD
1132,2,cust_00001132,REGULAR,0.585,811.48,WALLET
1133,3,cust_00001133,REGULAR,0.8455,1855.97,NETBANKING
1134,4,cust_00001134,REGULAR,0.8066,1190.91,UPI
1135,0,cust_00001135,PREMIUM,0.9829,11410.04,CARD
1136,1,cust_00001136,NEW,0.6324,216.14,UPI
1137,2,cust_00001137,REGULAR,0.8412,3829.23,NETBANKING
1138,3,cust_00001138,NEW,0.4232,1166.04,UPI
1139,4,cust_00001139,NEW,0.5702,1490.71,CARD
1140,0,cust_00001140,NEW,0.5501,535.31,WALLET
1141,1,cust_00001141,REGULAR,0.724,2041.04,CARD
1142,2,cust_00001142,REGULAR,0.7257,2000.97,WALLET
1143,3,cust_00001143,NEW,0.878,1348.1,CARD
1144,4,cust_00001144,NEW,0.6518,958.78,NETBANKING
1145,0,cust_00001145,REGULAR,0.8439,2577.45,UPI
1146,1,cust_00001146,NEW,0.6204,1392.99,CARD
1147,2,cust_00001147,PREMIUM,0.861,13069.86,NETBANKING
1148,3,cust_00001148,NEW,0.7341,2135.45,WALLET
1149,4,cust_00001149,PREMIUM,0.9295,5249.48,WALLET
1150,0,cust_00001150,REGULAR,0.8266,2452.49,UPI
1151,1,cust_00001151,REGULAR,0.8195,5680.64,WALLET
1152,2,cust_00001152,PREMIUM,0.9875,21703.85,NETBANKING
1153,3,cust_00001153,PREMIUM,0.9372,14873.58,NETBANKING
1154,4,cust_00001154,PREMIUM,0.9066,5752.42,WALLET
1155,0,cust_00001155,REGULAR,0.833,1802.11,CARD
1156,1,cust_00001156,NEW,0.664,413.39,NETBANKING
1157,2,cust_00001157,PREMIUM,0.9573,8675.75,UPI
1158,3,cust_00001158,NEW,0.943,1803.66,WALLET
1159,4,cust_00001159,NEW,0.89,447.52,UPI
1160,0,cust_00001160,REGULAR,0.8401,5048.24,UPI
1161,1,cust_00001161,PREMIUM,0.9527,12185.73,UPI
1162,2,cust_00001162,NEW,0.4613,1113.92,WALLET
1163,3,cust_00001163,NEW,0.7591,1799.86,CARD
1164,4,cust_00001164,REGULAR,0.8814,2200.83,CARD
1165,0,cust_00001165,NEW,0.4833,1248.51,CARD
1166,1,cust_00001166,PREMIUM,0.8458,11412.55,CARD
1167,2,cust_00001167,REGULAR,0.8525,1218.93,UPI
1168,3,cust_00001168,NEW,0.8451,332.27,UPI
1169,4,cust_00001169,REGULAR,0.6684,4729.95,NETBANKING
1170,0,cust_00001170,NEW,0.4,1852.08,NETBANKING
1171,1,cust_00001171,REGULAR,0.5269,1225.73,CARD
1172,2,cust_00001172,NEW,0.4676,1025.3,NETBANKING
1173,3,cust_00001173,REGULAR,0.7568,4172.12,NETBANKING
1174,4,cust_00001174,REGULAR,0.6314,3394.35,UPI
1175,0,cust_00001175,REGULAR,0.7831,1844.8,NETBANKING
1176,1,cust_00001176,REGULAR,0.7717,6272.36,CARD
1177,2,cust_00001177,NEW,0.7302,4586.58,CARD
1178,3,cust_00001178,PREMIUM,0.973,10847.32,CARD
1179,4,cust_00001179,PREMIUM,0.8668,5264.1,UPI
1180,0,cust_00001180,REGULAR,0.6602,2734.57,CARD
1181,1,cust_00001181,REGULAR,0.8887,3898.11,WALLET
1182,2,cust_00001182,NEW,0.4323,1996.44,WALLET
1183,3,cust_00001183,REGULAR,0.9159,3525.78,UPI
1184,4,cust_00001184,CHURN_RISK,0.3651,1353.38,NETBANKING
1185,0,cust_00001185,PREMIUM,0.8558,4930.8,NETBANKING
1186,1,cust_00001186,NEW,0.9071,3444.71,UPI
1187,2,cust_00001187,REGULAR,0.7605,6340.78,UPI
1188,3,cust_00001188,REGULAR,0.8988,4872.69,WALLET
1189,4,cust_00001189,NEW,0.8784,1912.81,WALLET
1190,0,cust_00001190,CHURN_RISK,0.2,1595.75,NETBANKING
1191,1,cust_00001191,NEW,0.8595,2705.26,NETBANKING
1192,2,cust_00001192,REGULAR,0.8979,1098.35,WALLET
1193,3,cust_00001193,REGULAR,0.9031,2528.89,CARD
1194,4,cust_00001194,NEW,0.4192,296.54,NETBANKING
1195,0,cust_00001195,REGULAR,0.698,635.72,CARD
1196,1,cust_00001196,NEW,0.9033,3633.88,UPI
1197,2,cust_00001197,REGULAR,0.9372,5781.08,WALLET
1198,3,cust_00001198,REGULAR,0.8092,4974.71,CARD
1199,4,cust_00001199,NEW,0.8745,411.94,UPI
1200,0,cust_00001200,NEW,0.5042,1164.78,CARD
1201,1,cust_00001201,PREMIUM,0.9481,9956.09,WALLET
1202,2,cust_00001202,PREMIUM,0.8941,10536.27,WALLET
1203,3,cust_00001203,REGULAR,0.7031,2493.73,WALLET
1204,4,cust_00001204,REGULAR,0.8073,1030.52,CARD
1205,0,cust_00001205,REGULAR,0.902,5115.0,UPI
1206,1,cust_00001206,REGULAR,0.8082,19178.72,UPI
1207,2,cust_00001207,NEW,0.8393,693.55,UPI
1208,3,cust_00001208,NEW,0.5015,1232.01,CARD
1209,4,cust_00001209,REGULAR,0.7236,4585.01,UPI
1210,0,cust_00001210,REGULAR,0.9127,497.29,UPI
1211,1,cust_00001211,REGULAR,0.88,1281.16,WALLET
1212,2,cust_00001212,REGULAR,0.8603,2059.33,CARD
1213,3,cust_00001213,REGULAR,0.8552,1713.41,WALLET
1214,4,cust_00001214,REGULAR,0.7039,835.48,CARD
1215,0,cust_00001215,NEW,0.6623,979.64,UPI
1216,1,cust_00001216,PREMIUM,0.9688,5357.35,CARD
1217,2,cust_00001217,PREMIUM,0.9795,7640.46,CARD
1218,3,cust_00001218,REGULAR,0.8701,1445.43,NETBANKING
1219,4,cust_00001219,NEW,0.5024,753.64,CARD
1220,0,cust_00001220,REGULAR,0.6364,3119.89,NETBANKING
1221,1,cust_00001221,REGULAR,0.724,2579.87,UPI
1222,2,cust_00001222,NEW,0.7604,1022.37,NETBANKING
1223,3,cust_00001223,REGULAR,0.9463,4352.38,WALLET
1224,4,cust_00001224,REGULAR,0.7752,1385.62,WALLET
1225,0,cust_00001225,CHURN_RISK,0.3933,944.27,CARD
1226,1,cust_00001226,PREMIUM,0.9233,5930.18,WALLET
1227,2,cust_00001227,REGULAR,0.8823,3233.83,WALLET
1228,3,cust_00001228,REGULAR,0.6998,2244.97,CARD
1229,4,cust_00001229,REGULAR,0.5881,2351.74,CARD
1230,0,cust_00001230,NEW,0.8364,2791.54,WALLET
1231,1,cust_00001231,REGULAR,0.9245,1679.38,CARD
1232,2,cust_00001232,PREMIUM,0.9917,8143.52,NETBANKING
1233,3,cust_00001233,REGULAR,0.8672,8947.11,NETBANKING
1234,4,cust_00001234,REGULAR,0.7288,2027.2,WALLET
1235,0,cust_00001235,REGULAR,0.895,4854.75,CARD
1236,1,cust_00001236,PREMIUM,0.9492,14779.76,NETBANKING
1237,2,cust_00001237,NEW,0.7374,1487.54,UPI
1238,3,cust_00001238,REGULAR,0.7736,2120.99,NETBANKING
1239,4,cust_00001239,REGULAR,0.8568,1896.77,UPI
1240,0,cust_00001240,PREMIUM,0.9235,11593.88,NETBANKING
1241,1,cust_00001241,REGULAR,0.8723,790.51,CARD
1242,2,cust_00001242,REGULAR,0.8341,5315.5,WALLET
1243,3,cust_00001243,REGULAR,0.935,3655.53,NETBANKING
1244,4,cust_00001244,REGULAR,0.6512,1583.61,NETBANKING
1245,0,cust_00001245,NEW,0.5687,6950.13,NETBANKING
1246,1,cust_00001246,CHURN_RISK,0.2273,1729.8,CARD
1247,2,cust_00001247,PREMIUM,0.8915,14070.45,UPI
1248,3,cust_00001248,PREMIUM,0.9152,4125.82,WALLET
1249,4,cust_00001249,PREMIUM,0.8392,7927.39,UPI
1250,0,cust_00001250,REGULAR,0.8951,889.21,UPI
1251,1,cust_00001251,PREMIUM,0.86,13690.94,CARD
1252,2,cust_00001252,NEW,0.814,1278.95,UPI
1253,3,cust_00001253,NEW,0.6387,1003.44,WALLET
1254,4,cust_00001254,NEW,0.7943,2239.08,NETBANKING
1255,0,cust_00001255,REGULAR,0.8701,579.38,CARD
1256,1,cust_00001256,CHURN_RISK,0.2,4946.58,WALLET
1257,2,cust_00001257,PREMIUM,0.9899,6157.27,WALLET
1258,3,cust_00001258,REGULAR,0.7371,2552.96,NETBANKING
1259,4,cust_00001259,REGULAR,0.7361,2693.35,UPI
1260,0,cust_00001260,CHURN_RISK,0.3238,1815.76,NETBANKING
1261,1,cust_00001261,REGULAR,0.6342,1939.86,UPI
1262,2,cust_00001262,NEW,0.6257,1756.62,NETBANKING
1263,3,cust_00001263,REGULAR,0.8448,1639.97,UPI
1264,4,cust_00001264,CHURN_RISK,0.2,3894.69,NETBANKING
1265,0,cust_00001265,REGULAR,0.8641,4131.82,CARD
1266,1,cust_00001266,REGULAR,0.5627,1189.6,UPI
1267,2,cust_00001267,CHURN_RISK,0.4687,3097.76,UPI
1268,3,cust_00001268,REGULAR,0.79,2028.49,NETBANKING
1269,4,cust_00001269,REGULAR,0.8371,2640.48,CARD
1270,0,cust_00001270,REGULAR,0.7669,4148.22,UPI
1271,1,cust_00001271,PREMIUM,0.9736,7226.48,UPI
1272,2,cust_00001272,REGULAR,0.9311,1716.74,NETBANKING
1273,3,cust_00001273,REGULAR,0.843,2152.71,WALLET
1274,4,cust_00001274,PREMIUM,0.9137,6884.9,NETBANKING
1275,0,cust_00001275,NEW,0.7919,787.27,UPI
1276,1,cust_00001276,REGULAR,0.8462,1903.49,NETBANKING
1277,2,cust_00001277,REGULAR,0.8452,1927.96,NETBANKING
1278,3,cust_00001278,REGULAR,0.9293,1133.37,CARD
1279,4,cust_00001279,REGULAR,0.8445,1739.54,UPI
1280,0,cust_00001280,REGULAR,0.8,5167.87,WALLET
1281,1,cust_00001281,CHURN_RISK,0.5899,1466.6,WALLET
1282,2,cust_00001282,CHURN_RISK,0.4294,764.9,WALLET
1283,3,cust_00001283,REGULAR,0.9519,906.43,NETBANKING
1284,4,cust_00001284,REGULAR,0.6296,2077.95,UPI
1285,0,cust_00001285,REGULAR,0.7746,2378.96,CARD
1286,1,cust_00001286,REGULAR,0.8808,3047.62,WALLET
1287,2,cust_00001287,REGULAR,0.7542,2606.33,NETBANKING
1288,3,cust_00001288,NEW,0.8307,789.52,UPI
1289,4,cust_00001289,REGULAR,0.7505,2056.95,NETBANKING
1290,0,cust_00001290,REGULAR,0.7827,6460.8,CARD
1291,1,cust_00001291,REGULAR,0.7905,1916.59,WALLET
1292,2,cust_00001292,REGULAR,0.7306,4312.89,NETBANKING
1293,3,cust_00001293,PREMIUM,0.9089,9103.0,WALLET
1294,4,cust_00001294,REGULAR,0.7853,6411.06,NETBANKING
1295,0,cust_00001295,NEW,0.4171,783.95,UPI
1296,1,cust_00001296,REGULAR,0.8628,4517.41,NETBANKING
1297,2,cust_00001297,REGULAR,0.7771,4845.69,CARD
1298,3,cust_00001298,REGULAR,0.7303,2242.67,UPI
1299,4,cust_00001299,NEW,0.6272,3261.24,NETBANKING
1300,0,cust_00001300,REGULAR,0.9401,3573.51,CARD
1301,1,cust_00001301,NEW,0.8704,960.2,WALLET
1302,2,cust_00001302,CHURN_RISK,0.3342,4028.09,UPI
1303,3,cust_00001303,REGULAR,0.6736,3441.49,CARD
1304,4,cust_00001304,NEW,0.7451,842.31,WALLET
1305,0,cust_00001305,PREMIUM,0.9111,7774.53,NETBANKING
1306,1,cust_00001306,CHURN_RISK,0.5358,2681.5,WALLET
