payment_id,merchant_id,customer_id,external_payment_id,amount,currency,payment_method,status,failure_reason,attempt_number,created_at,hour,day_of_week,recent_method_failure_rate,merchant_success_rate,customer_success_rate,segment
31032,2,752,pay_000031032,1099.17,INR,CARD,CAPTURED,,1,2026-06-26 01:45:00,1,4,0.12,0.88,0.8379,REGULAR
31033,2,902,pay_000031033,2404.76,INR,CARD,CAPTURED,,1,2026-06-26 01:46:00,1,4,0.12,0.88,0.6618,NEW
31034,2,1762,pay_000031034,10615.23,INR,WALLET,CAPTURED,,1,2026-06-26 01:46:00,1,4,0.2,0.88,0.9785,PREMIUM
31035,2,217,pay_000031035,892.0,INR,UPI,CAPTURED,,1,2026-06-26 01:48:00,1,4,0.08,0.88,0.5438,REGULAR
31036,0,1555,pay_000031036,6253.71,INR,CARD,CAPTURED,,1,2026-06-26 01:51:00,1,4,0.12,0.93,0.8271,REGULAR
31037,1,1981,pay_000031037,2020.19,INR,NETBANKING,CAPTURED,,1,2026-06-26 01:52:00,1,4,0.16,0.9,0.939,REGULAR
31038,2,2477,pay_000031038,2565.15,INR,WALLET,CAPTURED,,1,2026-06-26 01:59:00,1,4,0.2,0.88,0.7168,REGULAR
31039,1,1116,pay_000031039,3078.21,INR,UPI,CAPTURED,,1,2026-06-26 02:00:00,2,4,0.08,0.9,0.7698,NEW
31040,1,1166,pay_000031040,12903.26,INR,CARD,CAPTURED,,1,2026-06-26 02:04:00,2,4,0.12,0.9,0.8458,PREMIUM
31041,3,2243,pay_000031041,4849.81,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 02:06:00,2,4,0.2,0.95,0.8204,REGULAR
31042,1,2006,pay_000031042,380.29,INR,NETBANKING,CAPTURED,,1,2026-06-26 02:08:00,2,4,0.16,0.9,0.7367,NEW
31043,4,1239,pay_000031043,2450.43,INR,WALLET,CAPTURED,,1,2026-06-26 02:10:00,2,4,0.2,0.91,0.8568,REGULAR
31044,2,942,pay_000031044,1674.3,INR,UPI,CAPTURED,,1,2026-06-26 02:14:00,2,4,0.08,0.88,0.8877,REGULAR
31045,3,2258,pay_000031045,2047.96,INR,WALLET,CAPTURED,,1,2026-06-26 02:16:00,2,4,0.2,0.95,0.4569,CHURN_RISK
31046,2,1027,pay_000031046,2276.25,INR,NETBANKING,CAPTURED,,1,2026-06-26 02:16:00,2,4,0.16,0.88,0.8856,REGULAR
31047,0,2310,pay_000031047,955.85,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-06-26 02:21:00,2,4,0.2,0.93,0.7978,REGULAR
31048,3,1088,pay_000031048,5797.6,INR,NETBANKING,CAPTURED,,1,2026-06-26 02:22:00,2,4,0.16,0.95,0.7446,REGULAR
31049,3,1398,pay_000031049,9064.43,INR,WALLET,CAPTURED,,1,2026-06-26 02:24:00,2,4,0.2,0.95,0.9177,PREMIUM
31050,1,1321,pay_000031050,651.25,INR,CARD,CAPTURED,,1,2026-06-26 02:25:00,2,4,0.12,0.9,0.8287,REGULAR
31051,3,1993,pay_000031051,426.75,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 02:26:00,2,4,0.2,0.95,0.8164,REGULAR
31052,1,1951,pay_000031052,231.93,INR,UPI,CAPTURED,,1,2026-06-26 02:26:00,2,4,0.08,0.9,0.2441,CHURN_RISK
31053,4,259,pay_000031053,777.51,INR,UPI,CAPTURED,,1,2026-06-26 02:28:00,2,4,0.08,0.91,0.9123,REGULAR
31054,4,2089,pay_000031054,3905.46,INR,NETBANKING,CAPTURED,,1,2026-06-26 02:30:00,2,4,0.16,0.91,0.7685,REGULAR
31055,3,293,pay_000031055,5151.22,INR,UPI,FAILED,CUSTOMER_ABANDONMENT,1,2026-06-26 02:34:00,2,4,0.08,0.95,0.379,CHURN_RISK
31056,3,2038,pay_000031056,586.43,INR,CARD,FAILED,AUTHENTICATION_FAILURE,1,2026-06-26 02:34:00,2,4,0.12,0.95,0.7895,NEW
31057,0,1750,pay_000031057,2302.54,INR,CARD,FAILED,CUSTOMER_ABANDONMENT,1,2026-06-26 02:36:00,2,4,0.12,0.93,0.6121,NEW
31058,3,1463,pay_000031058,2520.97,INR,CARD,CAPTURED,,1,2026-06-26 02:37:00,2,4,0.12,0.95,0.6952,REGULAR
31059,2,127,pay_000031059,10246.43,INR,UPI,FAILED,INSUFFICIENT_FUNDS,1,2026-06-26 02:37:00,2,4,0.08,0.88,0.7078,REGULAR
31060,4,2134,pay_000031060,3144.03,INR,UPI,CAPTURED,,1,2026-06-26 02:45:00,2,4,0.08,0.91,0.717,NEW
31061,3,1778,pay_000031061,354.57,INR,WALLET,CAPTURED,,1,2026-06-26 02:49:00,2,4,0.2,0.95,0.5596,NEW
31062,1,1451,pay_000031062,1722.66,INR,WALLET,CAPTURED,,1,2026-06-26 02:49:00,2,4,0.2,0.9,0.8677,REGULAR
31063,1,576,pay_000031063,7336.98,INR,WALLET,CAPTURED,,1,2026-06-26 02:50:00,2,4,0.2,0.9,0.813,REGULAR
31064,1,1931,pay_000031064,671.8,INR,UPI,CAPTURED,,1,2026-06-26 02:54:00,2,4,0.08,0.9,0.8318,NEW
31065,1,586,pay_000031065,6650.3,INR,WALLET,CAPTURED,,1,2026-06-26 02:54:00,2,4,0.2,0.9,0.8815,PREMIUM
31066,2,1087,pay_000031066,1126.98,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-06-26 02:55:00,2,4,0.2,0.88,0.9116,REGULAR
31067,0,900,pay_000031067,1261.84,INR,UPI,CAPTURED,,1,2026-06-26 02:57:00,2,4,0.08,0.93,0.7875,REGULAR
31068,0,1045,pay_000031068,2253.03,INR,WALLET,CAPTURED,,1,2026-06-26 02:58:00,2,4,0.2,0.93,0.7137,NEW
31069,1,2311,pay_000031069,654.03,INR,WALLET,CAPTURED,,1,2026-06-26 03:02:00,3,4,0.2,0.9,0.9067,REGULAR
31070,2,1927,pay_000031070,5360.33,INR,UPI,CAPTURED,,1,2026-06-26 03:03:00,3,4,0.08,0.88,0.7633,REGULAR
31071,1,1776,pay_000031071,3113.72,INR,CARD,CAPTURED,,1,2026-06-26 03:12:00,3,4,0.12,0.9,0.8875,REGULAR
31072,0,1720,pay_000031072,2708.49,INR,WALLET,CAPTURED,,1,2026-06-26 03:13:00,3,4,0.2,0.93,0.8001,REGULAR
31073,3,1878,pay_000031073,2253.39,INR,WALLET,CAPTURED,,1,2026-06-26 03:16:00,3,4,0.2,0.95,0.6423,REGULAR
31074,4,1834,pay_000031074,1762.64,INR,UPI,CAPTURED,,1,2026-06-26 03:16:00,3,4,0.08,0.91,0.8882,REGULAR
31075,2,1957,pay_000031075,1353.57,INR,UPI,CAPTURED,,1,2026-06-26 03:18:00,3,4,0.08,0.88,0.7507,REGULAR
31076,2,122,pay_000031076,2762.94,INR,NETBANKING,CAPTURED,,1,2026-06-26 03:21:00,3,4,0.16,0.88,0.91,REGULAR
31077,4,2079,pay_000031077,1499.73,INR,NETBANKING,FAILED,NETWORK_FAILURE,1,2026-06-26 03:21:00,3,4,0.16,0.91,0.5574,NEW
31078,1,776,pay_000031078,7127.66,INR,UPI,CAPTURED,,1,2026-06-26 03:22:00,3,4,0.08,0.9,0.4,NEW
31079,0,425,pay_000031079,12512.52,INR,NETBANKING,CAPTURED,,1,2026-06-26 03:25:00,3,4,0.16,0.93,0.7937,PREMIUM
31080,4,484,pay_000031080,971.11,INR,CARD,FAILED,INSUFFICIENT_FUNDS,1,2026-06-26 03:28:00,3,4,0.12,0.91,0.7361,REGULAR
31081,4,2354,pay_000031081,835.63,INR,WALLET,CAPTURED,,1,2026-06-26 03:31:00,3,4,0.2,0.91,0.7946,REGULAR
31082,0,2065,pay_000031082,2778.04,INR,WALLET,CAPTURED,,1,2026-06-26 03:32:00,3,4,0.2,0.93,0.8983,REGULAR
31083,2,992,pay_000031083,2931.22,INR,UPI,CAPTURED,,1,2026-06-26 03:32:00,3,4,0.08,0.88,0.7108,REGULAR
31084,0,2280,pay_000031084,562.36,INR,WALLET,CAPTURED,,1,2026-06-26 03:34:00,3,4,0.2,0.93,0.4876,NEW
31085,4,1404,pay_000031085,4328.34,INR,NETBANKING,CAPTURED,,1,2026-06-26 03:38:00,3,4,0.16,0.91,0.9319,PREMIUM
31086,4,2104,pay_000031086,5783.68,INR,UPI,FAILED,NETWORK_FAILURE,1,2026-06-26 03:39:00,3,4,0.08,0.91,0.4851,CHURN_RISK
31087,0,2025,pay_000031087,16732.95,INR,NETBANKING,FAILED,NETWORK_FAILURE,1,2026-06-26 03:42:00,3,4,0.16,0.93,0.9799,REGULAR
31088,4,624,pay_000031088,5887.86,INR,CARD,CAPTURED,,1,2026-06-26 03:42:00,3,4,0.12,0.91,0.8704,PREMIUM
31089,1,2131,pay_000031089,1978.72,INR,CARD,FAILED,NETWORK_FAILURE,1,2026-06-26 03:43:00,3,4,0.12,0.9,0.8883,REGULAR
31090,3,2418,pay_000031090,1188.15,INR,NETBANKING,CAPTURED,,1,2026-06-26 03:46:00,3,4,0.16,0.95,0.8327,REGULAR
31091,0,1265,pay_000031091,5967.96,INR,CARD,CAPTURED,,1,2026-06-26 03:46:00,3,4,0.12,0.93,0.8641,REGULAR
31092,4,809,pay_000031092,878.79,INR,CARD,CAPTURED,,1,2026-06-26 03:51:00,3,4,0.12,0.91,0.2212,CHURN_RISK
31093,1,1361,pay_000031093,3966.02,INR,CARD,CAPTURED,,1,2026-06-26 03:51:00,3,4,0.12,0.9,0.7616,REGULAR
31094,2,2107,pay_000031094,1385.99,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 03:51:00,3,4,0.2,0.88,0.8345,REGULAR
31095,3,1023,pay_000031095,814.48,INR,UPI,CAPTURED,,1,2026-06-26 03:59:00,3,4,0.08,0.95,0.2,CHURN_RISK
31096,3,118,pay_000031096,2146.62,INR,UPI,CAPTURED,,1,2026-06-26 03:59:00,3,4,0.08,0.95,0.8257,REGULAR
31097,3,123,pay_000031097,1708.65,INR,CARD,CAPTURED,,1,2026-06-26 04:00:00,4,4,0.12,0.95,0.8214,REGULAR
31098,3,1893,pay_000031098,525.01,INR,WALLET,CAPTURED,,1,2026-06-26 04:00:00,4,4,0.2,0.95,0.7652,NEW
31099,4,1619,pay_000031099,1398.73,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-06-26 04:02:00,4,4,0.2,0.91,0.6923,NEW
31100,3,548,pay_000031100,1073.76,INR,WALLET,CAPTURED,,1,2026-06-26 04:06:00,4,4,0.2,0.95,0.7828,REGULAR
31101,3,1693,pay_000031101,8097.21,INR,UPI,FAILED,CUSTOMER_ABANDONMENT,1,2026-06-26 04:09:00,4,4,0.08,0.95,0.8442,REGULAR
31102,1,776,pay_000031102,1835.04,INR,UPI,CAPTURED,,1,2026-06-26 04:11:00,4,4,0.08,0.9,0.4,NEW
31103,2,1182,pay_000031103,2241.07,INR,WALLET,CAPTURED,,1,2026-06-26 04:11:00,4,4,0.2,0.88,0.4323,NEW
31104,3,513,pay_000031104,852.92,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 04:14:00,4,4,0.2,0.95,0.7457,REGULAR
31105,0,120,pay_000031105,5542.28,INR,NETBANKING,CAPTURED,,1,2026-06-26 04:16:00,4,4,0.16,0.93,0.9315,REGULAR
31106,3,2258,pay_000031106,1495.05,INR,WALLET,CAPTURED,,1,2026-06-26 04:20:00,4,4,0.2,0.95,0.4569,CHURN_RISK
31107,4,1414,pay_000031107,4100.62,INR,NETBANKING,CAPTURED,,1,2026-06-26 04:21:00,4,4,0.16,0.91,0.8454,REGULAR
31108,1,2406,pay_000031108,1230.76,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 04:24:00,4,4,0.2,0.9,0.6121,CHURN_RISK
31109,2,257,pay_000031109,5978.25,INR,NETBANKING,CAPTURED,,1,2026-06-26 04:27:00,4,4,0.16,0.88,0.9263,PREMIUM
31110,3,993,pay_000031110,2194.15,INR,WALLET,CAPTURED,,1,2026-06-26 04:28:00,4,4,0.2,0.95,0.8328,REGULAR
31111,0,1135,pay_000031111,15761.96,INR,CARD,CAPTURED,,1,2026-06-26 04:28:00,4,4,0.12,0.93,0.9829,PREMIUM
31112,3,83,pay_000031112,1330.42,INR,CARD,CAPTURED,,1,2026-06-26 04:29:00,4,4,0.12,0.95,0.5093,NEW
31113,1,1996,pay_000031113,5524.58,INR,WALLET,CAPTURED,,1,2026-06-26 04:34:00,4,4,0.2,0.9,0.903,REGULAR
31114,4,2469,pay_000031114,321.72,INR,UPI,CAPTURED,,1,2026-06-26 04:44:00,4,4,0.08,0.91,0.8449,NEW
31115,2,567,pay_000031115,5346.94,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 04:47:00,4,4,0.2,0.88,0.9199,REGULAR
31116,1,2186,pay_000031116,3400.3,INR,WALLET,CAPTURED,,1,2026-06-26 04:52:00,4,4,0.2,0.9,0.2551,CHURN_RISK
31117,2,2297,pay_000031117,3752.66,INR,UPI,FAILED,INSUFFICIENT_FUNDS,1,2026-06-26 04:55:00,4,4,0.08,0.88,0.2879,CHURN_RISK
31118,2,1037,pay_000031118,7722.59,INR,WALLET,CAPTURED,,1,2026-06-26 04:56:00,4,4,0.2,0.88,0.8762,PREMIUM
31119,0,1770,pay_000031119,1224.92,INR,CARD,CAPTURED,,1,2026-06-26 05:06:00,5,4,0.12,0.93,0.7332,NEW
31120,2,1112,pay_000031120,16657.54,INR,CARD,CAPTURED,,1,2026-06-26 05:08:00,5,4,0.12,0.88,0.9294,PREMIUM
31121,3,643,pay_000031121,26398.29,INR,NETBANKING,CAPTURED,,1,2026-06-26 05:11:00,5,4,0.16,0.95,0.899,PREMIUM
31122,0,710,pay_000031122,2324.24,INR,CARD,FAILED,CUSTOMER_ABANDONMENT,1,2026-06-26 05:18:00,5,4,0.12,0.93,0.2,CHURN_RISK
31123,4,574,pay_000031123,4525.19,INR,WALLET,CAPTURED,,1,2026-06-26 05:18:00,5,4,0.2,0.91,0.8058,REGULAR
31124,2,2467,pay_000031124,2138.12,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 05:20:00,5,4,0.2,0.88,0.7198,REGULAR
31125,1,186,pay_000031125,2834.98,INR,WALLET,CAPTURED,,1,2026-06-26 05:27:00,5,4,0.2,0.9,0.9527,REGULAR
31126,2,1102,pay_000031126,944.25,INR,NETBANKING,FAILED,REPEATED_FAILURE,3,2026-06-26 05:28:00,5,4,0.16,0.88,0.6766,NEW
31127,4,2184,pay_000031127,894.83,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-06-26 05:31:00,5,4,0.2,0.91,0.7299,REGULAR
31128,4,1259,pay_000031128,3983.73,INR,UPI,CAPTURED,,1,2026-06-26 05:35:00,5,4,0.08,0.91,0.7361,REGULAR
31129,2,157,pay_000031129,4833.58,INR,CARD,CAPTURED,,1,2026-06-26 05:37:00,5,4,0.12,0.88,0.8702,PREMIUM
31130,4,929,pay_000031130,7443.28,INR,NETBANKING,CAPTURED,,1,2026-06-26 05:38:00,5,4,0.16,0.91,0.9225,REGULAR
31131,0,1565,pay_000031131,11565.1,INR,CARD,FAILED,AUTHENTICATION_FAILURE,1,2026-06-26 05:39:00,5,4,0.12,0.93,0.823,REGULAR
31132,2,297,pay_000031132,1430.92,INR,NETBANKING,CAPTURED,,1,2026-06-26 05:40:00,5,4,0.16,0.88,0.4549,NEW
31133,3,1878,pay_000031133,1954.18,INR,NETBANKING,CAPTURED,,1,2026-06-26 05:44:00,5,4,0.16,0.95,0.6423,REGULAR
31134,4,1654,pay_000031134,525.1,INR,UPI,CAPTURED,,1,2026-06-26 05:47:00,5,4,0.08,0.91,0.6195,NEW
31135,2,637,pay_000031135,1422.07,INR,UPI,CAPTURED,,1,2026-06-26 05:48:00,5,4,0.08,0.88,0.6002,NEW
31136,1,1991,pay_000031136,2577.71,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-06-26 05:53:00,5,4,0.2,0.9,0.9416,REGULAR
31137,1,951,pay_000031137,638.5,INR,NETBANKING,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 05:57:00,5,4,0.16,0.9,0.2081,CHURN_RISK
31138,2,972,pay_000031138,3109.65,INR,CARD,CAPTURED,,1,2026-06-26 05:57:00,5,4,0.12,0.88,0.925,REGULAR
31139,4,734,pay_000031139,5250.27,INR,UPI,CAPTURED,,1,2026-06-26 06:07:00,6,4,0.08,0.91,0.8523,REGULAR
31140,2,947,pay_000031140,2342.67,INR,WALLET,FAILED,REPEATED_FAILURE,2,2026-06-26 06:09:00,6,4,0.2,0.88,0.9428,REGULAR
31141,4,2004,pay_000031141,17992.67,INR,NETBANKING,CAPTURED,,1,2026-06-26 06:10:00,6,4,0.16,0.91,0.9135,PREMIUM
31142,0,45,pay_000031142,1576.86,INR,CARD,CAPTURED,,1,2026-06-26 06:11:00,6,4,0.12,0.93,0.5353,NEW
31143,3,2488,pay_000031143,1106.79,INR,CARD,CAPTURED,,1,2026-06-26 06:12:00,6,4,0.12,0.95,0.6847,REGULAR
31144,1,1906,pay_000031144,5465.66,INR,WALLET,CAPTURED,,1,2026-06-26 06:14:00,6,4,0.2,0.9,0.7993,NEW
31145,1,2426,pay_000031145,3258.77,INR,UPI,FAILED,AUTHENTICATION_FAILURE,1,2026-06-26 06:23:00,6,4,0.08,0.9,0.7873,NEW
31146,4,1654,pay_000031146,785.69,INR,UPI,FAILED,PAYMENT_METHOD_ISSUE,1,2026-06-26 06:25:00,6,4,0.08,0.91,0.6195,NEW
31147,3,173,pay_000031147,4003.14,INR,CARD,CAPTURED,,1,2026-06-26 06:27:00,6,4,0.12,0.95,0.9327,REGULAR
31148,4,1884,pay_000031148,1357.02,INR,UPI,CAPTURED,,1,2026-06-26 06:28:00,6,4,0.08,0.91,0.8071,REGULAR
31149,4,1694,pay_000031149,752.27,INR,UPI,CAPTURED,,1,2026-06-26 06:30:00,6,4,0.08,0.91,0.7815,NEW
31150,4,1169,pay_000031150,4251.44,INR,NETBANKING,FAILED,NETWORK_FAILURE,1,2026-06-26 06:30:00,6,4,0.16,0.91,0.6684,REGULAR
31151,2,1462,pay_000031151,2076.8,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 06:36:00,6,4,0.2,0.88,0.7236,NEW
31152,2,842,pay_000031152,5265.74,INR,NETBANKING,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 06:39:00,6,4,0.16,0.88,0.5685,NEW
31153,0,2325,pay_000031153,4164.14,INR,WALLET,CAPTURED,,1,2026-06-26 06:43:00,6,4,0.2,0.93,0.8037,REGULAR
31154,3,2223,pay_000031154,2201.03,INR,UPI,CAPTURED,,1,2026-06-26 06:45:00,6,4,0.08,0.95,0.6709,NEW
31155,4,1444,pay_000031155,3182.21,INR,UPI,CAPTURED,,1,2026-06-26 06:47:00,6,4,0.08,0.91,0.8108,REGULAR
31156,0,2390,pay_000031156,11602.79,INR,UPI,CAPTURED,,1,2026-06-26 06:48:00,6,4,0.08,0.93,0.9433,PREMIUM
31157,3,1143,pay_000031157,906.23,INR,CARD,CAPTURED,,1,2026-06-26 06:50:00,6,4,0.12,0.95,0.878,NEW
31158,4,514,pay_000031158,2744.58,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-06-26 06:51:00,6,4,0.2,0.91,0.5324,NEW
31159,2,1122,pay_000031159,2910.06,INR,NETBANKING,FAILED,REPEATED_FAILURE,2,2026-06-26 06:58:00,6,4,0.16,0.88,0.7759,REGULAR
31160,1,2296,pay_000031160,2424.35,INR,UPI,CAPTURED,,1,2026-06-26 06:59:00,6,4,0.08,0.9,0.4769,NEW
31161,4,2134,pay_000031161,1185.56,INR,CARD,CAPTURED,,1,2026-06-26 07:01:00,7,4,0.12,0.91,0.717,NEW
31162,3,53,pay_000031162,6605.4,INR,UPI,FAILED,INSUFFICIENT_FUNDS,1,2026-06-26 07:09:00,7,4,0.08,0.95,0.6584,REGULAR
31163,0,1680,pay_000031163,317.98,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-06-26 07:10:00,7,4,0.2,0.93,0.627,REGULAR
31164,0,2010,pay_000031164,3146.78,INR,NETBANKING,CAPTURED,,1,2026-06-26 07:12:00,7,4,0.16,0.93,0.7237,REGULAR
31165,0,185,pay_000031165,5722.62,INR,UPI,CAPTURED,,1,2026-06-26 07:13:00,7,4,0.08,0.93,0.4936,NEW
31166,2,1412,pay_000031166,2412.78,INR,UPI,CAPTURED,,1,2026-06-26 07:15:00,7,4,0.08,0.88,0.8083,NEW
31167,3,2333,pay_000031167,533.64,INR,UPI,CAPTURED,,1,2026-06-26 07:16:00,7,4,0.08,0.95,0.7922,NEW
31168,0,930,pay_000031168,853.24,INR,CARD,CAPTURED,,1,2026-06-26 07:18:00,7,4,0.12,0.93,0.9216,NEW
31169,1,1696,pay_000031169,3498.09,INR,CARD,FAILED,AUTHENTICATION_FAILURE,1,2026-06-26 07:29:00,7,4,0.12,0.9,0.4196,NEW
31170,3,958,pay_000031170,2402.16,INR,WALLET,CAPTURED,,1,2026-06-26 07:30:00,7,4,0.2,0.95,0.9122,REGULAR
31171,2,387,pay_000031171,3329.56,INR,WALLET,CAPTURED,,1,2026-06-26 07:31:00,7,4,0.2,0.88,0.5092,REGULAR
31172,2,997,pay_000031172,7924.61,INR,UPI,CAPTURED,,1,2026-06-26 07:31:00,7,4,0.08,0.88,0.8331,PREMIUM
31173,3,1173,pay_000031173,11089.64,INR,UPI,CAPTURED,,1,2026-06-26 07:31:00,7,4,0.08,0.95,0.7568,REGULAR
31174,2,1067,pay_000031174,1770.85,INR,CARD,CAPTURED,,1,2026-06-26 07:35:00,7,4,0.12,0.88,0.7468,NEW
31175,1,626,pay_000031175,3347.35,INR,WALLET,CAPTURED,,1,2026-06-26 07:37:00,7,4,0.2,0.9,0.5806,NEW
31176,4,2364,pay_000031176,3047.6,INR,WALLET,CAPTURED,,1,2026-06-26 07:43:00,7,4,0.2,0.91,0.8798,REGULAR
31177,3,1478,pay_000031177,15435.68,INR,NETBANKING,CAPTURED,,1,2026-06-26 07:51:00,7,4,0.16,0.95,0.9318,PREMIUM
31178,3,1598,pay_000031178,5876.97,INR,WALLET,CAPTURED,,1,2026-06-26 07:52:00,7,4,0.2,0.95,0.9419,PREMIUM
31179,0,1390,pay_000031179,5254.3,INR,WALLET,CAPTURED,,1,2026-06-26 07:57:00,7,4,0.2,0.93,0.8834,PREMIUM
31180,1,871,pay_000031180,492.3,INR,UPI,CAPTURED,,1,2026-06-26 07:59:00,7,4,0.08,0.9,0.6308,NEW
31181,0,2425,pay_000031181,1547.21,INR,UPI,CAPTURED,,1,2026-06-26 08:01:00,8,4,0.08,0.93,0.6965,REGULAR
31182,0,1040,pay_000031182,10325.63,INR,NETBANKING,CAPTURED,,1,2026-06-26 08:05:00,8,4,0.16,0.93,0.6524,NEW
31183,2,137,pay_000031183,4260.12,INR,WALLET,CAPTURED,,1,2026-06-26 08:08:00,8,4,0.2,0.88,0.6708,REGULAR
31184,4,1119,pay_000031184,1349.48,INR,NETBANKING,CAPTURED,,1,2026-06-26 08:11:00,8,4,0.16,0.91,0.5936,NEW
31185,0,1125,pay_000031185,1411.82,INR,WALLET,CAPTURED,,1,2026-06-26 08:11:00,8,4,0.2,0.93,0.643,NEW
31186,2,972,pay_000031186,2039.1,INR,WALLET,CAPTURED,,1,2026-06-26 08:14:00,8,4,0.2,0.88,0.925,REGULAR
31187,2,457,pay_000031187,5790.66,INR,WALLET,CAPTURED,,1,2026-06-26 08:21:00,8,4,0.2,0.88,0.8667,REGULAR
31188,2,1197,pay_000031188,7869.63,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 08:28:00,8,4,0.2,0.88,0.9372,REGULAR
31189,0,55,pay_000031189,4699.31,INR,CARD,CAPTURED,,1,2026-06-26 08:30:00,8,4,0.12,0.93,0.9671,PREMIUM
31190,0,875,pay_000031190,4112.07,INR,UPI,CAPTURED,,1,2026-06-26 08:32:00,8,4,0.08,0.93,0.7116,REGULAR
31191,0,1945,pay_000031191,6331.99,INR,CARD,CAPTURED,,1,2026-06-26 08:32:00,8,4,0.12,0.93,0.8179,PREMIUM
31192,1,1776,pay_000031192,2610.14,INR,CARD,FAILED,AUTHENTICATION_FAILURE,1,2026-06-26 08:33:00,8,4,0.12,0.9,0.8875,REGULAR
31193,4,1894,pay_000031193,9103.79,INR,UPI,CAPTURED,,1,2026-06-26 08:39:00,8,4,0.08,0.91,0.9244,REGULAR
31194,2,377,pay_000031194,1682.52,INR,WALLET,CAPTURED,,1,2026-06-26 08:45:00,8,4,0.2,0.88,0.6713,REGULAR
31195,0,2335,pay_000031195,9771.08,INR,NETBANKING,CAPTURED,,1,2026-06-26 08:52:00,8,4,0.16,0.93,0.8074,REGULAR
31196,0,470,pay_000031196,21309.21,INR,WALLET,CAPTURED,,1,2026-06-26 08:53:00,8,4,0.2,0.93,0.85,PREMIUM
31197,0,1470,pay_000031197,2806.41,INR,CARD,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 08:57:00,8,4,0.12,0.93,0.8514,REGULAR
31198,0,2420,pay_000031198,18157.78,INR,CARD,CAPTURED,,1,2026-06-26 08:58:00,8,4,0.12,0.93,0.9255,PREMIUM
31199,4,639,pay_000031199,3620.28,INR,NETBANKING,CAPTURED,,1,2026-06-26 09:00:00,9,4,0.16,0.91,0.8999,PREMIUM
31200,4,234,pay_000031200,2961.87,INR,WALLET,FAILED,REPEATED_FAILURE,3,2026-06-26 09:01:00,9,4,0.2,0.91,0.6988,NEW
31201,2,907,pay_000031201,2112.21,INR,CARD,CAPTURED,,1,2026-06-26 09:04:00,9,4,0.12,0.88,0.7928,NEW
31202,3,33,pay_000031202,10815.01,INR,CARD,CAPTURED,,1,2026-06-26 09:06:00,9,4,0.12,0.95,0.9263,PREMIUM
31203,1,1511,pay_000031203,1164.95,INR,CARD,CAPTURED,,1,2026-06-26 09:13:00,9,4,0.12,0.9,0.8429,NEW
31204,3,1943,pay_000031204,6193.54,INR,UPI,CAPTURED,,1,2026-06-26 09:14:00,9,4,0.08,0.95,0.5981,REGULAR
31205,1,1571,pay_000031205,7446.51,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-06-26 09:15:00,9,4,0.2,0.9,0.983,PREMIUM
31206,1,616,pay_000031206,7160.0,INR,NETBANKING,FAILED,NETWORK_FAILURE,1,2026-06-26 09:25:00,9,4,0.16,0.9,0.9193,PREMIUM
31207,1,106,pay_000031207,1976.47,INR,WALLET,CAPTURED,,1,2026-06-26 09:26:00,9,4,0.2,0.9,0.3712,CHURN_RISK
31208,0,795,pay_000031208,1341.21,INR,NETBANKING,CAPTURED,,1,2026-06-26 09:26:00,9,4,0.16,0.93,0.7316,NEW
31209,1,2276,pay_000031209,1756.43,INR,CARD,CAPTURED,,1,2026-06-26 09:26:00,9,4,0.12,0.9,0.8184,REGULAR
31210,2,912,pay_000031210,1354.87,INR,UPI,CAPTURED,,1,2026-06-26 09:29:00,9,4,0.08,0.88,0.3028,CHURN_RISK
31211,0,2315,pay_000031211,8067.23,INR,CARD,CAPTURED,,1,2026-06-26 09:31:00,9,4,0.12,0.93,0.6339,REGULAR
31212,3,2423,pay_000031212,21665.78,INR,NETBANKING,FAILED,REPEATED_FAILURE,2,2026-06-26 09:33:00,9,4,0.16,0.95,0.9034,PREMIUM
31213,1,1996,pay_000031213,2801.91,INR,CARD,CAPTURED,,1,2026-06-26 09:35:00,9,4,0.12,0.9,0.903,REGULAR
